Date,Month,Year,OUT,TOT,YOLO,SAC,MISC,SJR,XGEO,EXPORT
2/9/1971,2,1971,38281,41477,900,34700,72,4580,5444,2296
2/10/1971,2,1971,36887,40159,875,33400,72,4600,5271,2422
2/11/1971,2,1971,35773,39243,840,32500,72,4620,5151,2620
2/12/1971,2,1971,35286,38802,735,32000,72,4740,5085,2666
2/13/1971,2,1971,34466,38242,746,31400,72,4690,5005,2926
2/14/1971,2,1971,32456,37040,771,30500,72,4290,4885,3734
2/15/1971,2,1971,31854,36105,777,29800,72,4010,4792,3401
2/16/1971,2,1971,31585,35438,754,29000,72,4140,4686,3251
2/17/1971,2,1971,30458,35064,711,28200,72,4630,4579,4004
2/18/1971,2,1971,30459,34445,700,27600,72,4670,4499,3384
2/19/1971,2,1971,30198,33353,607,26600,72,4670,7795,4228
2/20/1971,2,1971,29359,32653,510,26100,72,4580,9737,4367
2/21/1971,2,1971,27515,31147,413,24800,72,4560,9356,4407
2/22/1971,2,1971,25898,29808,360,23600,72,4510,9004,4685
2/23/1971,2,1971,24806,28493,371,22400,72,4410,8653,4462
2/24/1971,2,1971,21978,27101,334,21500,72,3980,8389,4223
2/25/1971,2,1971,21320,26190,316,20800,72,3830,8184,3970
2/26/1971,2,1971,20269,25204,311,20200,72,3470,8008,4035
2/27/1971,2,1971,20363,24165,276,19700,72,2990,7862,4204
2/28/1971,2,1971,19429,23403,249,19300,72,2660,7744,4438
3/1/1971,3,1971,19024,23325,252,19000,325,2620,7657,4715
3/2/1971,3,1971,18382,22308,197,18500,325,2570,7510,4290
3/3/1971,3,1971,17243,21625,187,17800,325,2420,7305,4746
3/4/1971,3,1971,14040,20828,187,17000,325,2380,7071,5850
3/5/1971,3,1971,15371,20819,183,17000,325,2400,7071,4398
3/6/1971,3,1971,14217,20387,177,16700,325,2380,6983,5120
3/7/1971,3,1971,13782,20059,170,16400,325,2390,6895,5227
3/8/1971,3,1971,14007,20034,158,16400,325,2470,6895,4927
3/9/1971,3,1971,14712,19915,135,16300,325,2440,6865,4103
3/10/1971,3,1971,14906,20096,113,16700,325,2280,6983,4090
3/11/1971,3,1971,14205,20866,99,17500,325,2280,7217,5511
3/12/1971,3,1971,14724,21942,110,18500,325,2300,5619,6068
3/13/1971,3,1971,26336,26592,567,22000,325,2470,3755,4452
3/14/1971,3,1971,34706,36073,1355,30600,325,2690,4898,5513
3/15/1971,3,1971,43391,42039,1316,36400,325,3020,5670,3786
3/16/1971,3,1971,42514,41828,1243,36200,325,3140,5643,4402
3/17/1971,3,1971,40652,40699,1003,35400,325,3060,5537,5085
3/18/1971,3,1971,33883,39337,840,34400,325,2860,5404,5096
3/19/1971,3,1971,32532,37148,694,32600,325,2630,5164,4208
3/20/1971,3,1971,29531,35096,540,30900,325,2500,4938,4165
3/21/1971,3,1971,27826,33465,484,29500,325,2330,4752,4189
3/22/1971,3,1971,26801,32237,411,28400,325,2320,4606,3936
3/23/1971,3,1971,26744,31809,371,28000,325,2290,4553,3875
3/24/1971,3,1971,26432,31877,455,27800,325,2290,4526,5073
3/25/1971,3,1971,28933,34224,365,30100,325,2310,4832,5105
3/26/1971,3,1971,42588,43809,898,36100,325,2880,5630,4583
3/27/1971,3,1971,63307,64021,3280,49700,325,3220,7439,4138
3/28/1971,3,1971,68852,70424,4230,58700,325,3100,8636,4636
3/29/1971,3,1971,71886,74334,5440,62700,325,2970,9168,4644
3/30/1971,3,1971,73118,76386,7540,63300,325,2760,9247,5278
3/31/1971,3,1971,68873,75665,6350,64300,325,2500,9380,5154
4/1/1971,4,1971,64337,71441,4512,62600,118,2270,9154,5354
4/2/1971,4,1971,59663,67209,3688,59500,118,2130,8742,5796
4/3/1971,4,1971,56063,63756,3532,56400,118,2050,8330,5943
4/4/1971,4,1971,52821,60411,3221,53500,118,2000,7944,5790
4/5/1971,4,1971,47398,55111,2208,49500,118,1820,7412,5913
4/6/1971,4,1971,45431,50965,1558,46000,118,1820,6947,5347
4/7/1971,4,1971,43510,48773,1095,44100,118,1930,6694,5076
4/8/1971,4,1971,42389,47377,722,43100,118,1980,6561,4751
4/9/1971,4,1971,41937,46769,661,42700,118,1940,6508,4595
4/10/1971,4,1971,40796,45563,671,41500,118,1950,6348,4530
4/11/1971,4,1971,37935,44467,581,40300,118,2050,6188,4682
4/12/1971,4,1971,37466,43373,495,39500,118,2000,6082,4057
4/13/1971,4,1971,35462,42228,351,38800,118,1740,5989,4866
4/14/1971,4,1971,38675,41936,307,38300,118,1980,5922,3408
4/15/1971,4,1971,38065,41529,274,37800,118,2150,5856,3611
4/16/1971,4,1971,36980,40962,217,37400,118,2060,5803,4129
4/17/1971,4,1971,37481,40403,165,36700,118,2240,5710,3813
4/18/1971,4,1971,38611,40120,178,36200,118,2440,5643,3578
4/19/1971,4,1971,35070,38610,168,34700,118,2570,5444,3562
4/20/1971,4,1971,33711,37238,131,33500,118,2500,5284,3549
4/21/1971,4,1971,33064,36531,127,32900,118,2440,5204,3489
4/22/1971,4,1971,30774,35104,123,31900,118,2110,5071,3608
4/23/1971,4,1971,27906,33144,106,30400,118,1700,4872,3338
4/24/1971,4,1971,25650,31421,91,28800,118,1660,4659,3821
4/25/1971,4,1971,24022,29743,70,27100,118,1720,4433,3771
4/26/1971,4,1971,22432,28779,57,26200,118,1680,4313,4397
4/27/1971,4,1971,21010,27736,50,25300,118,1580,4193,4776
4/28/1971,4,1971,20435,27280,54,24900,118,1550,4140,4845
4/29/1971,4,1971,20438,26925,54,24700,118,1410,6811,4487
4/30/1971,4,1971,19637,26003,58,23800,118,1370,9063,4366
5/1/1971,5,1971,19475,25821,64,23600,65,1390,9004,4346
5/2/1971,5,1971,23168,26757,75,24200,65,1560,9180,4008
5/3/1971,5,1971,24631,28009,82,25200,65,1760,9473,3871
5/4/1971,5,1971,26022,29358,97,26400,65,1830,9825,4275
5/5/1971,5,1971,27042,30291,92,27300,65,1860,6766,4188
5/6/1971,5,1971,27065,30884,92,28000,65,1900,4553,4758
5/7/1971,5,1971,25466,31785,244,28800,65,1860,4659,4789
5/8/1971,5,1971,28446,33000,610,29500,65,1960,4752,4761
5/9/1971,5,1971,30006,34267,711,30200,65,2360,4845,3984
5/10/1971,5,1971,30810,35276,863,30800,65,2620,4925,4189
5/11/1971,5,1971,31436,36045,1014,31600,65,2430,5031,4282
5/12/1971,5,1971,31905,36623,1119,32200,65,2240,5111,4341
5/13/1971,5,1971,29748,36337,1169,32100,65,1980,5098,4351
5/14/1971,5,1971,29866,36096,1174,32000,65,1860,5085,3880
5/15/1971,5,1971,29709,35933,1162,32100,65,1650,5098,3874
5/16/1971,5,1971,29691,36050,1164,32300,65,1590,5124,3959
5/17/1971,5,1971,29494,36204,1208,32200,65,1840,5111,4260
5/18/1971,5,1971,29308,36243,1130,32000,65,2260,5085,4485
5/19/1971,5,1971,28539,35958,1031,31800,65,2330,9410,4919
5/20/1971,5,1971,26875,34434,893,30400,65,2270,10997,5009
5/21/1971,5,1971,25078,32691,789,29200,65,1840,10645,5063
5/22/1971,5,1971,23728,31635,644,28400,65,1700,10411,5307
5/23/1971,5,1971,22827,30603,560,27700,65,1530,10206,5126
5/24/1971,5,1971,21722,29707,384,27000,65,1520,10001,5285
5/25/1971,5,1971,20460,28337,138,26000,65,1390,9708,5127
5/26/1971,5,1971,20271,27817,95,25600,65,1300,9590,4796
5/27/1971,5,1971,19898,27962,83,25800,65,1230,9649,5264
5/28/1971,5,1971,21755,29253,86,27000,65,1310,10001,4772
5/29/1971,5,1971,25788,32359,123,29800,65,1590,10821,4291
5/30/1971,5,1971,28449,35199,503,32100,65,1790,11495,4420
5/31/1971,5,1971,29903,37325,857,33600,65,2060,11934,5042
6/1/1971,6,1971,31058,37637,892,34000,67,1910,12052,4149
6/2/1971,6,1971,30590,37608,882,34200,67,1760,12110,4414
6/3/1971,6,1971,29918,37611,852,34400,67,1650,12169,4543
6/4/1971,6,1971,28791,36480,811,33400,67,1600,11876,4489
6/5/1971,6,1971,27974,35187,587,32500,67,1500,11612,3963
6/6/1971,6,1971,27193,34510,362,32100,67,1440,11495,4017
6/7/1971,6,1971,26224,33699,200,31400,67,1480,11290,4125
6/8/1971,6,1971,24631,32713,111,30600,67,1380,11055,4682
6/9/1971,6,1971,23065,31267,95,29000,67,1550,10587,4752
6/10/1971,6,1971,20978,30750,92,28000,67,2030,10294,6272
6/11/1971,6,1971,20888,30355,73,27200,67,2470,10059,5917
6/12/1971,6,1971,20394,30060,76,26900,67,2450,9971,6066
6/13/1971,6,1971,19851,29554,77,26500,67,2350,9854,6053
6/14/1971,6,1971,19638,29415,69,26400,67,2330,9825,6077
6/15/1971,6,1971,20436,29568,22,26200,67,2760,9766,5382
6/16/1971,6,1971,19659,29505,21,25800,67,3060,9649,6046
6/17/1971,6,1971,18832,28807,20,25300,67,2890,9502,6125
6/18/1971,6,1971,18559,28303,29,25000,67,2700,9415,5844
6/19/1971,6,1971,18896,29135,19,25700,67,2860,9620,6289
6/20/1971,6,1971,18917,28895,15,25300,67,3030,9502,5978
6/21/1971,6,1971,17738,27732,21,24200,67,2960,9180,5944
6/22/1971,6,1971,15401,26766,20,23600,67,2590,9004,7265
6/23/1971,6,1971,15705,26762,16,23700,67,2510,9034,6957
6/24/1971,6,1971,15695,26522,19,23600,67,2360,9004,6677
6/25/1971,6,1971,15737,26730,18,24000,67,2210,9122,6793
6/26/1971,6,1971,16182,26494,15,23800,67,2400,9063,6112
6/27/1971,6,1971,15436,26676,20,23900,67,2280,9092,6990
6/28/1971,6,1971,19027,31086,22,27000,67,2860,10001,7809
6/29/1971,6,1971,21314,31791,34,26900,67,3900,9971,6177
6/30/1971,6,1971,17809,29237,42,25900,67,2390,9678,7128
7/1/1971,7,1971,17361,28078,19,25100,49,2040,9444,6417
7/2/1971,7,1971,15655,27116,24,24500,49,1700,9268,7161
7/3/1971,7,1971,15144,26149,29,23700,49,1530,9034,6655
7/4/1971,7,1971,14701,25816,38,23400,49,1490,8946,6765
7/5/1971,7,1971,14209,25468,42,23000,49,1530,8829,6859
7/6/1971,7,1971,13598,24869,24,22600,49,1370,8711,6871
7/7/1971,7,1971,12482,23875,19,22100,49,1180,8565,6993
7/8/1971,7,1971,12125,23007,15,21500,49,1140,8389,6482
7/9/1971,7,1971,12138,22375,20,20900,49,1090,8213,5837
7/10/1971,7,1971,11232,21975,11,20400,49,1050,8067,6343
7/11/1971,7,1971,11778,21921,7,20300,49,1080,8037,5744
7/12/1971,7,1971,11028,22156,7,20500,49,1110,8096,6728
7/13/1971,7,1971,11569,22197,13,20600,49,1050,8125,6228
7/14/1971,7,1971,11570,22088,4,20600,49,940,8125,6118
7/15/1971,7,1971,11447,22083,6,20700,49,900,8155,6236
7/16/1971,7,1971,11282,21752,4,20500,49,865,8096,6070
7/17/1971,7,1971,10891,21823,10,20600,49,860,8125,6532
7/18/1971,7,1971,10917,21926,8,20600,49,945,8125,6609
7/19/1971,7,1971,10924,22028,10,20600,49,1040,8125,6704
7/20/1971,7,1971,10508,21816,8,20500,49,930,8096,6958
7/21/1971,7,1971,10167,21443,13,20300,49,830,8037,6926
7/22/1971,7,1971,10100,21168,14,20100,49,762,7979,6718
7/23/1971,7,1971,10256,21364,14,20300,49,757,8037,6758
7/24/1971,7,1971,9998,21058,13,20000,49,748,7950,6710
7/25/1971,7,1971,9251,20533,15,19400,49,805,7774,6982
7/26/1971,7,1971,10969,21345,11,20100,49,935,7979,6076
7/27/1971,7,1971,11387,21570,5,20500,49,905,8096,5883
7/28/1971,7,1971,11082,21145,6,20100,49,905,7979,5813
7/29/1971,7,1971,10053,20403,8,19400,49,875,7774,6100
7/30/1971,7,1971,9357,19876,15,18900,49,855,7627,6269
7/31/1971,7,1971,8097,19529,10,18600,49,825,7539,7232
8/1/1971,8,1971,6378,19397,12,18500,65,780,7510,8819
8/2/1971,8,1971,8561,19490,11,18500,65,870,7510,6729
8/3/1971,8,1971,8882,19677,2,18700,65,870,7569,6645
8/4/1971,8,1971,8852,19593,3,18700,65,790,7569,6591
8/5/1971,8,1971,9644,19980,7,19100,65,775,7686,6236
8/6/1971,8,1971,10579,20778,8,19900,65,770,7920,6099
8/7/1971,8,1971,10435,21140,10,20200,65,830,8008,6655
8/8/1971,8,1971,9442,21151,5,20200,65,845,8008,7659
8/9/1971,8,1971,9904,21456,5,20500,65,850,8096,7552
8/10/1971,8,1971,11150,21400,3,20500,65,795,8096,6250
8/11/1971,8,1971,10919,21660,2,20800,65,757,8184,6791
8/12/1971,8,1971,12447,22862,1,22000,65,762,8536,6465
8/13/1971,8,1971,13593,23634,3,22800,65,734,8770,6141
8/14/1971,8,1971,13037,24297,7,23400,65,795,8946,7410
8/15/1971,8,1971,13093,24745,3,23700,65,950,9034,7802
8/16/1971,8,1971,14021,25031,2,23900,65,1010,9092,7210
8/17/1971,8,1971,14244,25071,2,24000,65,945,9122,7027
8/18/1971,8,1971,14416,24877,1,23900,65,875,9092,6711
8/19/1971,8,1971,13021,23569,1,22600,65,870,8711,6848
8/20/1971,8,1971,14418,24497,1,23500,65,890,8975,6379
8/21/1971,8,1971,13723,24561,1,23600,65,830,9004,7188
8/22/1971,8,1971,14172,24271,1,23200,65,930,8887,6499
8/23/1971,8,1971,13708,23810,1,22600,65,1070,8711,6502
8/24/1971,8,1971,14591,24314,2,23100,65,1080,8858,6173
8/25/1971,8,1971,16001,25581,6,24500,65,970,9268,6080
8/26/1971,8,1971,16910,26181,8,25200,65,870,9473,5821
8/27/1971,8,1971,17059,26462,5,25400,65,945,9532,5953
8/28/1971,8,1971,17055,26669,3,25600,65,925,9590,6214
8/29/1971,8,1971,17758,26924,6,25700,65,1060,9620,5816
8/30/1971,8,1971,16817,27177,10,25900,65,1120,9678,7060
8/31/1971,8,1971,17794,27434,9,26200,65,1080,9766,6390
9/1/1971,9,1971,18142,27638,5,26400,151,1000,9825,6296
9/2/1971,9,1971,18812,27612,25,26300,151,1010,9795,5600
9/3/1971,9,1971,20035,27806,74,26400,151,980,9825,4621
9/4/1971,9,1971,20257,27953,84,26400,151,986,9825,4596
9/5/1971,9,1971,20227,27316,92,25700,151,1020,9620,4039
9/6/1971,9,1971,20216,26705,86,25100,151,1010,9444,3489
9/7/1971,9,1971,19695,26533,99,24900,151,1030,9385,3888
9/8/1971,9,1971,19921,26504,93,24900,151,986,9385,3683
9/9/1971,9,1971,20103,26469,84,24800,151,997,9356,3466
9/10/1971,9,1971,20621,26718,74,25100,151,930,9444,3247
9/11/1971,9,1971,20919,27077,63,25400,151,940,9532,3358
9/12/1971,9,1971,21084,27228,40,25400,151,1110,9532,3394
9/13/1971,9,1971,20624,26856,19,25000,151,1150,9415,3532
9/14/1971,9,1971,21077,26951,14,25200,151,1040,9473,3224
9/15/1971,9,1971,21193,27390,12,25700,151,935,9620,3597
9/16/1971,9,1971,21507,27418,12,25800,151,890,9649,3311
9/17/1971,9,1971,22085,28323,12,26700,151,890,9913,3688
9/18/1971,9,1971,21830,27888,12,26200,151,945,9766,3558
9/19/1971,9,1971,20161,26382,10,24700,151,936,9327,3771
9/20/1971,9,1971,18374,25021,10,23200,151,1050,8887,4197
9/21/1971,9,1971,18321,25702,11,23900,151,1020,9092,4981
9/22/1971,9,1971,19785,25842,11,24000,151,1050,9122,3707
9/23/1971,9,1971,17316,26020,9,24100,151,1120,9151,6354
9/24/1971,9,1971,20492,25865,4,23800,151,1260,9063,3073
9/25/1971,9,1971,18946,25410,4,23300,151,1300,8916,4214
9/26/1971,9,1971,18128,24683,12,22500,151,1350,8682,4305
9/27/1971,9,1971,18647,23812,21,21500,151,1440,8389,2965
9/28/1971,9,1971,17560,22811,30,20400,151,1510,8067,3051
9/29/1971,9,1971,16746,22094,23,19700,151,1480,7862,3198
9/30/1971,9,1971,16964,21727,26,19300,151,1500,7744,2799
10/1/1971,10,1971,15704,20811,16,18400,65,1580,7481,3143
10/2/1971,10,1971,16505,21376,11,18900,65,1640,7627,2957
10/3/1971,10,1971,15276,21455,10,18800,65,1790,7598,4315
10/4/1971,10,1971,15792,21326,16,18500,65,1930,7510,3670
10/5/1971,10,1971,15527,21223,18,18400,65,1920,7481,3696
10/6/1971,10,1971,14762,21428,16,18500,65,2020,7510,4666
10/7/1971,10,1971,14894,21198,16,18300,65,2010,7451,4354
10/8/1971,10,1971,15119,21061,12,18100,65,2080,7393,3992
10/9/1971,10,1971,15160,21094,10,18000,65,2210,7364,3984
10/10/1971,10,1971,15275,21122,9,17800,65,2440,7305,3947
10/11/1971,10,1971,15086,20824,8,17400,65,2540,7188,3838
10/12/1971,10,1971,14274,20476,8,17100,65,2510,7100,4302
10/13/1971,10,1971,14480,20444,7,17000,65,2580,7071,4064
10/14/1971,10,1971,13473,19593,7,16300,65,2420,6865,4270
10/15/1971,10,1971,13095,19327,7,15800,65,2620,6719,4382
10/16/1971,10,1971,15141,19365,7,15400,65,2960,6602,4235
10/17/1971,10,1971,15588,19415,7,14800,65,3590,6426,3838
10/18/1971,10,1971,15535,19361,7,14700,65,3610,6397,3887
10/19/1971,10,1971,16564,19037,6,14500,65,3500,6338,2534
10/20/1971,10,1971,13770,18034,7,14300,65,2700,6279,4325
10/21/1971,10,1971,12298,17574,7,14400,65,2140,6309,3476
10/22/1971,10,1971,12144,17293,6,14300,65,1940,6279,3349
10/23/1971,10,1971,11607,17125,6,14400,65,1690,6309,3768
10/24/1971,10,1971,11139,17366,6,14400,65,1930,6309,4477
10/25/1971,10,1971,12280,17558,5,14400,65,2070,6309,3528
10/26/1971,10,1971,12365,17450,3,14400,65,2010,6309,3335
10/27/1971,10,1971,12372,17404,5,14400,65,1970,6309,3282
10/28/1971,10,1971,12572,17520,6,14500,65,1960,6338,3198
10/29/1971,10,1971,12512,17390,3,14200,65,1930,6250,3178
10/30/1971,10,1971,12465,17270,2,14000,65,1860,6192,3105
10/31/1971,10,1971,9906,16689,4,13800,65,1680,6133,5083
11/1/1971,11,1971,11112,16524,4,13800,0,1610,6133,3712
11/2/1971,11,1971,11367,16387,6,14100,0,1450,6221,3320
11/3/1971,11,1971,11550,16175,6,14200,0,1430,6250,2925
11/4/1971,11,1971,11368,16016,5,14200,0,1470,6250,2948
11/5/1971,11,1971,11170,15869,6,14100,0,1490,6221,2999
11/6/1971,11,1971,11332,15958,6,14200,0,1500,6250,2926
11/7/1971,11,1971,11000,15884,7,14200,0,1440,6250,3184
11/8/1971,11,1971,11175,15969,8,14300,0,1440,6279,3144
11/9/1971,11,1971,12171,16094,8,14400,0,1470,6309,2273
11/10/1971,11,1971,12070,16237,8,14500,0,1510,6338,2517
11/11/1971,11,1971,11699,16107,38,14300,0,1550,6279,2758
11/12/1971,11,1971,13395,16702,111,14800,0,1570,6426,2401
11/13/1971,11,1971,14789,17316,35,15300,0,1580,6572,2986
11/14/1971,11,1971,16772,17651,18,15700,0,1560,6690,2703
11/15/1971,11,1971,16381,17390,14,15500,0,1550,6631,2783
11/16/1971,11,1971,16555,17256,10,15400,0,1550,6602,2475
11/17/1971,11,1971,14993,17134,10,15300,0,1550,6572,3171
11/18/1971,11,1971,13590,17219,12,15400,0,1550,6602,3294
11/19/1971,11,1971,12705,17596,11,15800,0,1540,6719,3191
11/20/1971,11,1971,13872,18811,11,16900,0,1660,7041,3189
11/21/1971,11,1971,13639,19540,12,17400,0,1890,7188,4151
11/22/1971,11,1971,14599,19825,12,17600,0,1980,7246,3476
11/23/1971,11,1971,15556,20094,14,17800,0,2050,7305,2788
11/24/1971,11,1971,15506,19951,14,17800,0,1910,7305,2695
11/25/1971,11,1971,15525,19960,14,17900,0,1820,7334,2635
11/26/1971,11,1971,15446,20069,13,18000,0,1830,7364,2823
11/27/1971,11,1971,14734,20000,13,17900,0,1860,7334,3416
11/28/1971,11,1971,15779,20211,15,18100,0,1860,7393,3524
11/29/1971,11,1971,15804,20250,16,18100,0,1860,7393,3662
11/30/1971,11,1971,16624,20796,16,18600,0,1860,7539,3338
12/1/1971,12,1971,17995,21798,15,19200,406,1860,7715,2919
12/2/1971,12,1971,17960,21594,18,19100,406,1840,7686,3618
12/3/1971,12,1971,18673,21761,22,19300,406,1860,7744,2576
12/4/1971,12,1971,19604,21785,25,19300,406,1880,7744,2549
12/5/1971,12,1971,19098,21875,28,19400,406,1880,7774,3095
12/6/1971,12,1971,19282,21970,22,19500,406,1890,7803,3068
12/7/1971,12,1971,19176,21858,20,19400,406,1890,7774,2144
12/8/1971,12,1971,18569,21781,16,19300,406,1880,7744,2178
12/9/1971,12,1971,17200,21783,17,19300,406,1900,7744,2495
12/10/1971,12,1971,16630,21688,26,19200,406,1910,7715,2920
12/11/1971,12,1971,16737,21850,28,19200,406,2050,7715,2913
12/12/1971,12,1971,17667,21944,30,19200,406,2130,7715,3442
12/13/1971,12,1971,19473,22168,31,19400,406,2150,7774,2976
12/14/1971,12,1971,19619,22051,27,19300,406,2140,7744,2713
12/15/1971,12,1971,20272,22654,30,19900,406,2160,7920,2663
12/16/1971,12,1971,20404,22518,25,19600,406,2330,7832,2395
12/17/1971,12,1971,18716,22222,22,19200,406,2440,7715,2422
12/18/1971,12,1971,17563,22130,12,19100,406,2470,7686,2417
12/19/1971,12,1971,17386,21950,21,18900,406,2480,7627,2414
12/20/1971,12,1971,17363,21938,22,18900,406,2470,7627,2425
12/21/1971,12,1971,17333,21839,25,18900,406,2370,7627,2406
12/22/1971,12,1971,20341,22413,36,19600,406,2200,7832,2453
12/23/1971,12,1971,25651,24723,39,21000,406,2150,8243,1612
12/24/1971,12,1971,30221,28771,32,25200,406,2190,9473,1090
12/25/1971,12,1971,43626,33817,37,28400,406,2540,10411,2395
12/26/1971,12,1971,46323,36264,31,29600,406,3150,10762,2393
12/27/1971,12,1971,42055,34811,42,29600,406,3400,7660,3025
12/28/1971,12,1971,43577,36664,192,31100,406,3430,4965,1681
12/29/1971,12,1971,42046,35798,350,30300,406,3720,4858,2706
12/30/1971,12,1971,32217,33583,260,28400,406,3860,4606,756
12/31/1971,12,1971,30206,31648,249,26700,406,3730,4380,634
1/1/1972,1,1972,28597,29635,156,25200,114,3600,4180,82
1/2/1972,1,1972,26702,28120,123,24000,114,3370,4021,78
1/3/1972,1,1972,25111,26789,135,22800,114,3260,6431,78
1/4/1972,1,1972,23292,25198,158,21300,114,3170,8330,356
1/5/1972,1,1972,22157,24008,199,19900,114,3370,7920,351
1/6/1972,1,1972,20894,23165,153,19100,114,3390,7686,821
1/7/1972,1,1972,20513,22864,100,18800,114,3420,7598,951
1/8/1972,1,1972,20454,22878,80,18700,114,3480,7569,1024
1/9/1972,1,1972,20127,22763,67,18500,114,3470,7510,1286
1/10/1972,1,1972,20204,22451,63,18300,114,3370,7451,947
1/11/1972,1,1972,19780,22296,61,18200,114,3320,7422,1216
1/12/1972,1,1972,19352,22221,46,18000,114,3460,7364,1619
1/13/1972,1,1972,19401,21968,37,17800,114,3410,7305,1317
1/14/1972,1,1972,19202,21688,30,17600,114,3340,7246,1286
1/15/1972,1,1972,17870,20750,32,17000,114,3000,7071,1680
1/16/1972,1,1972,16913,20130,39,16500,114,2870,6924,2067
1/17/1972,1,1972,17475,20187,54,16600,114,2810,6953,1562
1/18/1972,1,1972,18899,20439,71,17000,114,2800,7071,440
1/19/1972,1,1972,17889,20495,70,17100,114,2830,7100,1506
1/20/1972,1,1972,18347,21084,73,17600,114,2920,7246,1637
1/21/1972,1,1972,18520,21188,63,17700,114,2920,7276,1618
1/22/1972,1,1972,18060,20873,49,17400,114,2900,7188,1763
1/23/1972,1,1972,17933,21414,47,17900,114,2860,7334,2543
1/24/1972,1,1972,20153,24632,47,21000,114,2820,8243,3541
1/25/1972,1,1972,24554,28234,206,24500,114,2810,9268,2742
1/26/1972,1,1972,23947,27700,304,23900,114,2840,9092,2815
1/27/1972,1,1972,23039,26234,288,22400,114,2860,8653,3982
1/28/1972,1,1972,24302,26186,263,22500,114,2870,8682,2609
1/29/1972,1,1972,26035,28035,212,24300,114,3020,9209,2725
1/30/1972,1,1972,26458,28447,177,24700,114,3110,9327,2714
1/31/1972,1,1972,25322,27256,162,23700,114,2950,9034,2709
2/1/1972,2,1972,23193,27205,155,23600,295,2860,9004,3112
2/2/1972,2,1972,25391,28864,135,25200,295,2950,9473,2573
2/3/1972,2,1972,25415,28978,118,25000,295,3300,9415,2663
2/4/1972,2,1972,23498,27035,99,23000,295,3380,8829,2637
2/5/1972,2,1972,26460,26604,125,22500,295,3340,8682,2718
2/6/1972,2,1972,29403,29371,182,23200,295,3330,8887,3162
2/7/1972,2,1972,30703,30491,432,24800,295,3230,9356,2982
2/8/1972,2,1972,28420,29202,407,24400,295,3190,9239,3976
2/9/1972,2,1972,29146,29960,285,25300,295,3390,9502,4008
2/10/1972,2,1972,29988,34112,220,29500,295,3530,10733,3894
2/11/1972,2,1972,29267,34110,185,29500,295,3640,10733,3993
2/12/1972,2,1972,23170,28344,164,23800,295,3650,9063,4324
2/13/1972,2,1972,18437,24758,146,20700,295,3220,8155,5471
2/14/1972,2,1972,17275,23499,132,19900,295,2790,7920,5374
2/15/1972,2,1972,17929,22847,122,19400,295,2660,7774,4068
2/16/1972,2,1972,18109,22432,108,18900,295,2770,7627,3473
2/17/1972,2,1972,17741,22074,86,18600,295,2750,7539,3483
2/18/1972,2,1972,16794,21400,78,18000,295,2690,7364,3756
2/19/1972,2,1972,15964,20811,59,17500,295,2620,7217,3997
2/20/1972,2,1972,14950,19761,45,16600,295,2480,6953,3961
2/21/1972,2,1972,13631,18881,37,16000,295,2200,6778,4350
2/22/1972,2,1972,14270,18687,30,16000,295,1960,6778,3517
2/23/1972,2,1972,14173,18801,36,15900,295,1880,6748,3728
2/24/1972,2,1972,15111,19566,32,16700,295,1910,6983,3555
